3,10038,38
1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,-0.1999995,5.51345E-7,-0.7,-0.9000000000000001,-0.9,-0.9,-0.9000000000000001,-1.0,-0.9,-0.4999995,0.10000000000000009,-0.10000000000000009,0.0,0.0,0.0,0.0,0.10000000000000009,-0.10000000000000009,0.0,0.20000005134499999,-0.7000005513449999,-0.20000000000000018,1.1102230246251565E-16,0.0,-1.1102230246251565E-16,-0.09999999999999987,0.09999999999999998,0.40000050000000004
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2,-0.1,-0.2,-0.2,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-2.5,-2.5,-2.5,-2.5,-2.3,-2.3,-2.3,-2.3,-2.3,-2.3,0.1,-0.1,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,0.0
-0.1,0.1,0.2,0.1,3.129245E-7,0.1,-0.0999995,3.129245E-7,0.1000005,0.1000005,0.5,0.5,6.7055E-7,0.2000005,0.8,0.1000005,-0.8,-0.8,-0.8,-0.8,0.2,0.1,-0.1,-0.0999996870755,0.0999996870755,-0.1999995,0.09999981292450001,0.1000001870755,0.0,0.0,-0.49999932945,0.19999982945,0.5999995,-0.6999995,-0.9000005000000001,0.0,0.0,0.0
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,-0.3999995,-0.3999995,-0.3999995,-0.39999950000000006,-0.3999995,-0.2999995,-0.2999995,-0.2999995,-0.2999995,-0.2999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.551115123125783E-17,5.551115123125783E-17,0.10000000000000003,0.0,0.0,0.0,0.0
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,-0.2999995,-0.2999995,-0.2999995,-0.2999995,-0.2999995,-0.2999995,-0.2999995,-0.2999995,-0.2999995,-0.2999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4,3.3777777777777773,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,-2.6,-2.577777777777778,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-0.022222222222222587,-0.0777777777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222143,0.07777777777777795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3,3.3,3.3,3.4,3.5,3.5,3.4,3.3999999999999995,3.4,3.4,-2.5,-2.5,-2.5,-2.6,-2.7,-2.7,-2.6,-2.5,-2.6,-2.6,0.0,0.0,0.10000000000000009,0.10000000000000009,0.0,-0.10000000000000009,-4.440892098500626E-16,4.440892098500626E-16,0.0,0.0,0.0,-0.10000000000000009,-0.10000000000000009,0.0,0.10000000000000009,0.10000000000000009,-0.10000000000000009,0.0
1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,-0.7,-0.8,-0.9,-0.9000000000000001,-0.9,-0.9,-0.9000000000000001,-0.9000000000000001,-0.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000009,-0.09999999999999998,-1.1102230246251565E-16,1.1102230246251565E-16,0.0,-1.1102230246251565E-16,0.0,1.1102230246251565E-16,0.0
0.9,0.9,0.9,0.9000000000000001,0.9,0.9000000000000001,0.9000000000000001,0.9,0.9,0.9,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04,0.0,0.0,1.1102230246251565E-16,-1.1102230246251565E-16,1.1102230246251565E-16,0.0,-1.1102230246251565E-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
